App, Draws, Cycles, Error cycles, % error cycles, Rel error %, Vertex % of error,Vertex % error rate,Vertex % rel error,SPI % of error,SPI % error rate,SPI % rel error,Primitive % of error,Primitive % error rate,Primitive % rel error,Tile % of error,Tile % error rate,Tile % rel error,CB % of error,CB % error rate,CB % rel error,DB % of error,DB % error rate,DB % rel error,RB Read % of error,RB Read % error rate,RB Read % rel error,RB Write % of error,RB Write % error rate,RB Write % rel error,TA % of error,TA % error rate,TA % rel error,TD % of error,TD % error rate,TD % rel error,TCP % of error,TCP % error rate,TCP % rel error,TCC-TCP BW % of error,TCC-TCP BW % error rate,TCC-TCP BW % rel error,TCC % of error,TCC % error rate,TCC % rel error,TCC-MEM BW % of error,TCC-MEM BW % error rate,TCC-MEM BW % rel error,MC % of error,MC % error rate,MC % rel error,MCS % of error,MCS % error rate,MCS % rel error,ES GPR % of error,ES GPR % error rate,ES GPR % rel error,ES Wave % of error,ES Wave % error rate,ES Wave % rel error,GS GPR % of error,GS GPR % error rate,GS GPR % rel error,GS Wave % of error,GS Wave % error rate,GS Wave % rel error,LS GPR % of error,LS GPR % error rate,LS GPR % rel error,LS Wave % of error,LS Wave % error rate,LS Wave % rel error,HS GPR % of error,HS GPR % error rate,HS GPR % rel error,HS Wave % of error,HS Wave % error rate,HS Wave % rel error,VS GPR % of error,VS GPR % error rate,VS GPR % rel error,VS Wave % of error,VS Wave % error rate,VS Wave % rel error,PosBuf % of error,PosBuf % error rate,PosBuf % rel error,ParamCache % of error,ParamCache % error rate,ParamCache % rel error,AS GPR % of error,AS GPR % error rate,AS GPR % rel error,AS Wave % of error,AS Wave % error rate,AS Wave % rel error,PS GPR % of error,PS GPR % error rate,PS GPR % rel error,PS Wave % of error,PS Wave % error rate,PS Wave % rel error,DBLQuadFifo % of error,DBLQuadFifo % error rate,DBLQuadFifo % rel error,PS LDS % of error,PS LDS % error rate,PS LDS % rel error,LDS % of error,LDS % error rate,LDS % rel error,PS DBTileFIFO % of error,PS DBTileFIFO % error rate,PS DBTileFIFO % rel error,PS DBMRTTileFIFO % of error,PS DBMRTTileFIFO % error rate,PS DBMRTTileFIFO % rel error,CS GPR % of error,CS GPR % error rate,CS GPR % rel error,CS Wave % of error,CS Wave % error rate,CS Wave % rel error,PrimShader GPR % of error,PrimShader GPR % error rate,PrimShader GPR % rel error,PrimShader Wave % of error,PrimShader Wave % error rate,PrimShader Wave % rel error,PrimShader_ParamCache % of error,PrimShader_ParamCache % error rate,PrimShader_ParamCache % rel error,PrimShader_PosBuf % of error,PrimShader_PosBuf % error rate,PrimShader_PosBuf % rel error,ALU % of error,ALU % error rate,ALU % rel error,SFU % of error,SFU % error rate,SFU % rel error,SHExport % of error,SHExport % error rate,SHExport % rel error,MEM_INST % of error,MEM_INST % error rate,MEM_INST % rel error,SX-DB % of error,SX-DB % error rate,SX-DB % rel error,Baryc % of error,Baryc % error rate,Baryc % rel error,Interp % of error,Interp % error rate,Interp % rel error,PaScFifo % of error,PaScFifo % error rate,PaScFifo % rel error,
dirtrally_ultra_dx11_r1920x1080_dcc_on_Perf.csv,1843870,2.799814E+10,1.134936E+10,40.54,-40.35,0.94,81.33,-81.33,0.01,36.44,-36.44,10.78,57.73,-57.72,0.36,59.81,-59.81,4.18,27.06,-27.06,4.65,24.95,-24.95,0,0,0,0,0,0,0,0,0,0.98,14.85,-14.85,4.13,17.34,-15.79,1.64,27.04,-25.76,0.02,89.34,-89.34,0,0,0,0,0,0,11.68,41.42,-41.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,67.82,-67.82,0,0,0,0.59,82.77,-82.77,0,0,0,26.14,88.38,-88.38,0.49,53.97,-53.97,1.92,35.41,-35.41,0,0,0,0,0,0,2.61,19.82,-19.81,12.95,83.72,-83.72,0,0,0,0,0,0,0,0,0,0.03,56.02,-56.02,0,0,0,0,50.19,-50.19,0.08,20.26,-19.82,0,0,0,0,0,0,0,0,0,0,0,0,9.61,25.38,-25.38,0,0,0,0.04,88.3,-88.3,0,0,0,1.61,30.57,-30.57,1.9,14.68,-14.68,2.23,44.96,-44.96,0,0,0
