App Name, Chip Name,Sclk,Mclk,Total Draw Cycles, Total CB Cycles,FPS, Bottleneck #1 Name, Bottleneck #1 Cycles(%),Bottleneck #2 Name, Bottleneck #2 Cycles(%),Bottleneck #3 Name, Bottleneck #3 Cycles(%),Bottleneck #4 Name, Bottleneck #4 Cycles(%),Bottleneck #5 Name, Bottleneck #5 Cycles(%),Detailed Bottleneck:,1# Bottleneck,1# %, 2# Bottleneck, 2# %, 3# Bottleneck,3# %, 4# Bottleneck,4# %, 5# Bottleneck, 5# %, Detailed Block Cycles (%):,% Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,
Trex_dyson,Tonga,1000,1375,160885801,0.00018445,276497.7,MCS,43.9,PosBuf,22.8,ALU,9.1,DB,6.9,CB,6.7,,MCS,43.9,PosBuf,22.8,ALU,9.1,DB,6.9,CB,6.7,,5.91,0,3.22,0,6.69,6.9,0,0,0,0,0,0.01,0,0,0,43.95,0,0,0,0,0,0,0,0,0,0.8,22.82,0,0,0,0,0.55,0,0,0,0,0,0.01,0,0,0,0,0,9.14,0,0,0,0,0,0,0,
