Config,Trex_dyson,unigine_extreme_25x14,unigine_extreme_25x14x4,unigine_extreme_38x21,unigine_heaven_dx11_19x10,unigine_heaven_dx11_19x10x4,unigine_valley_25x14,unigine_valley_25x14x4a,unigine_valley_38x21,Valley_19x10_Ultra,Valley_19x10x4_Ultra,Valley_25x16_Ultra,Valley_25x16x8_Ultra,watchdogs_1920x1080x32,watch_dogs_1920x1080x32_high,watchdogs_ultra_25x14,watchdogs_ultra_25x14x4,watchdogs_ultra_38x21,witcher3_1-07_ultra_HairworksOff_r1920x1080,witcher3_1-07_ultra_HairworksOff_r2560x1440,witcher3_1-07_ultra_HairworksOff_r3840x2160,witcher3_1-04_ultra_HairworksOff_dx11_25x14,witcher3_1-04_ultra_HairworksOn_dx11_25x14,witcher3_1-04_ultra_HairworksOn_dx11_38x21
TongaXT-384b-5.5m-1000e-4P-32CU-8RB-DCC-768K,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
