Config, App, Score, Cycles, Mem Efficiency (%), 1# bottleneck, 2# bottleneck, 3# bottleneck, 4# bottleneck, 5# bottleneck, #1 IF Improv %[activity],#2 IF Improv %[activity],#3 IF Improv %[activity],#4 IF Improv %[activity],#5 IF Improv %[activity], Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.185,25348361752,45.8,ALU (33.2%),MCS (29.7%),SPI (15.1%),VS Wave (6.4%),LDS (6%),ALU (15%),MCS (8.8%),SPI (4.3%),VS Wave (4.2%),LDS (2.3%),55.51,38.37,72.5,14082.42,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1929,37347775524,37.6,SPI (28.3%),TCP (19.4%),MCS (14.2%),ALU (13.5%),Interp (12.3%),SPI (11.8%),TCP (1.5%),MCS (3.7%),ALU (3.9%),Interp (1.7%),48.48,42.34,69.39,20748.76,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7088,12310030514,54.8,MCS (25.8%),PosBuf (17.1%),SPI (15.1%),ALU (12.9%),TCP (6.5%),MCS (7.9%),PosBuf (5.6%),SPI (6.9%),ALU (1.3%),TCP (1.3%),66.83,60.24,74.71,6838.91,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.5817,46283731486,57.2,PS GPR (39%),ALU (15.8%),SPI (14.7%),TCP (12%),MCS (6.8%),PS GPR (10.3%),ALU (5.6%),SPI (6.3%),TCP (0.9%),MCS (2.9%),49.42,35.03,26311.32,25713.18,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6653,34401864303,53,MCS (22.7%),ALU (18.5%),PS GPR (17.5%),SPI (14%),TCP (11.3%),MCS (8.2%),ALU (2.8%),PS GPR (2.3%),SPI (4.2%),TCP (0.7%),51.68,22.32,2244.4,19112.15,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6468,53446227627,55.8,ALU (22%),MCS (19.6%),PS GPR (19.2%),SPI (16.3%),TCP (9.6%),ALU (3.7%),MCS (6%),PS GPR (2.5%),SPI (4.7%),TCP (0.5%),33.7,14.23,1775.2,29692.35,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.6717,15898333071,58,MCS (32.6%),ALU (27.7%),SPI (12.5%),VS Wave (9.6%),LDS (4.8%),MCS (12.5%),ALU (11.9%),SPI (3.3%),VS Wave (5.5%),LDS (1.8%),61.94,42.48,89.6,8832.41,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.5849,51353168452,58.2,MCS (36.2%),ALU (32.7%),SPI (13.9%),LDS (5.9%),DB (4.6%),MCS (12.8%),ALU (14.7%),SPI (3.4%),LDS (2.2%),DB (1.9%),27.4,18.65,35.94,28529.54,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5443,81842087053,53.2,MCS (46.3%),SPI (20.4%),TCP (15.1%),ALU (9.3%),PS GPR (3.8%),MCS (13.4%),SPI (6.3%),TCP (1%),ALU (1.9%),PS GPR (1.1%),22.12,19.19,32.34,45467.83,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7117,12260967864,54.3,MCS (23.8%),PosBuf (17.2%),SPI (15.2%),ALU (14.4%),TCP (6.5%),MCS (7.5%),PosBuf (5.6%),SPI (7%),ALU (1.4%),TCP (1.3%),67.09,60.48,75.01,6811.65,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.5822,46243714350,57,PS GPR (39%),ALU (15.8%),SPI (14.8%),TCP (12%),MCS (6.6%),PS GPR (10.3%),ALU (5.6%),SPI (6.4%),TCP (0.9%),MCS (2.8%),49.46,35.06,26496.19,25690.95,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6396,35785984667,58.6,MCS (30%),PS GPR (16.7%),ALU (16.3%),SPI (12%),TCP (10.6%),MCS (11.7%),PS GPR (2.1%),ALU (2.5%),SPI (3.4%),TCP (0.6%),49.68,22.2,2214.67,19881.1,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.5999,57624413373,57.5,MCS (34.5%),ALU (18.7%),PS GPR (16.6%),SPI (11.3%),TCP (8.1%),MCS (12.8%),ALU (3%),PS GPR (2.1%),SPI (3.2%),TCP (0.4%),31.26,14.09,1758.77,32013.56,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.682,15657552562,56.5,MCS (30.9%),ALU (28.2%),SPI (13.1%),VS Wave (9.8%),LDS (4.9%),MCS (11.1%),ALU (12.1%),SPI (3.7%),VS Wave (5.7%),LDS (1.9%),62.89,43.25,90.03,8698.64,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.5828,51540641267,58.4,MCS (36.6%),ALU (32.6%),SPI (13.7%),LDS (5.9%),DB (4.5%),MCS (13.2%),ALU (14.6%),SPI (3.3%),LDS (2.2%),DB (1.8%),27.3,18.58,35.9,28633.69,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.547,81446546709,52.8,MCS (45.2%),SPI (20.7%),TCP (15.2%),ALU (9.7%),PS GPR (3.8%),MCS (13%),SPI (6.5%),TCP (1%),ALU (1.9%),PS GPR (1.1%),22.23,19.29,32.46,45248.08,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7221,12084155482,52.3,ALU (18.3%),PosBuf (17.6%),MCS (17.5%),SPI (15.5%),TCP (7%),ALU (2.4%),PosBuf (5.8%),MCS (6.2%),SPI (7.3%),TCP (1.3%),68.08,61.26,76.2,6713.42,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.5847,46039838464,56,PS GPR (39.2%),ALU (15.9%),SPI (15.1%),TCP (12.1%),MCS (5.9%),PS GPR (10.4%),ALU (5.7%),SPI (6.5%),TCP (0.9%),MCS (2.4%),49.68,35.18,27531.01,25577.69,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7017,32617817009,37.8,ALU (21.4%),PS GPR (19.2%),SPI (16.5%),TCP (13.2%),MCS (11.5%),ALU (3.5%),PS GPR (2.5%),SPI (5.8%),TCP (0.8%),MCS (3.2%),54.51,22.48,2257.86,18121.01,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6807,50784783942,60.8,ALU (25.9%),PS GPR (23.6%),SPI (17.8%),TCP (11.7%),SX-DB (6.2%),ALU (4.6%),PS GPR (3.2%),SPI (6.2%),TCP (0.6%),SX-DB (0.5%),35.47,14.31,1783.44,28213.77,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.6876,15529892411,52.9,MCS (30%),ALU (28.4%),SPI (13.4%),VS Wave (9.9%),LDS (4.9%),MCS (10.4%),ALU (12.3%),SPI (3.9%),VS Wave (5.7%),LDS (1.9%),63.4,43.69,90.28,8627.72,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.5941,50557576620,53.7,MCS (34.1%),ALU (33.3%),SPI (14.4%),LDS (6%),DB (5.3%),MCS (11.5%),ALU (15%),SPI (3.7%),LDS (2.3%),DB (2%),27.83,19.01,36.15,28087.54,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5527,80600821067,51.9,MCS (43.1%),SPI (21.5%),TCP (15.5%),ALU (10.2%),PS GPR (3.9%),MCS (12.1%),SPI (6.9%),TCP (1%),ALU (2.1%),PS GPR (1.2%),22.46,19.49,32.72,44778.23,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.731,11935841504,49.2,ALU (18.6%),PosBuf (18%),SPI (15.7%),MCS (14.6%),TCP (7.5%),ALU (3.5%),PosBuf (5.9%),SPI (7.6%),MCS (5%),TCP (1.4%),68.92,61.95,77.25,6631.02,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Grid2_38x21,0.5866,45897831488,56.5,PS GPR (39.3%),ALU (15.9%),SPI (15.2%),TCP (12.2%),LDS (5.8%),PS GPR (10.4%),ALU (5.8%),SPI (6.5%),TCP (0.9%),LDS (3.4%),49.83,35.27,28420.48,25498.8,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7183,31865248659,26.6,ALU (23.6%),PS GPR (20.5%),SPI (17.2%),TCP (13.7%),SX-DB (5.7%),ALU (4%),PS GPR (2.7%),SPI (6.2%),TCP (0.9%),SX-DB (0.5%),55.79,22.53,2261.77,17702.92,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6788,50926470965,24.9,ALU (25.7%),PS GPR (20.9%),SPI (17.9%),TCP (11.5%),MCS (8.9%),ALU (4.5%),PS GPR (2.8%),SPI (6.3%),TCP (0.6%),MCS (1.3%),35.37,14.32,1783.43,28292.48,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.693,15409349415,50.4,MCS (29.1%),ALU (28.7%),SPI (13.7%),VS Wave (10%),LDS (5%),MCS (9.7%),ALU (12.4%),SPI (4.1%),VS Wave (5.8%),LDS (1.9%),63.9,44.12,90.51,8560.75,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.5998,50084183908,50.6,ALU (33.6%),MCS (32.8%),SPI (14.8%),LDS (6.1%),DB (5.7%),ALU (15.1%),MCS (10.6%),SPI (4%),LDS (2.3%),DB (2.2%),28.09,19.24,36.27,27824.55,0,1800,1800,0,0,0,0,0,0
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5645,78916122281,50.6,MCS (36.8%),SPI (22.6%),TCP (16.2%),ALU (11.3%),Interp (4%),MCS (10.2%),SPI (7.7%),TCP (1.1%),ALU (2.4%),Interp (0.2%),22.94,19.94,33.24,43842.29,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,2.5154,3468825552,41.4,ALU (16%),Primitive (13.7%),SPI (12.8%),PosBuf (9.3%),HS Wave (9.1%),ALU (4.8%),Primitive (4.5%),SPI (5.4%),PosBuf (1.9%),HS Wave (3.1%),237.15,212.14,261.6,1927.13,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Grid2_38x21,2.2017,12227600985,49.4,PS GPR (34.5%),ALU (14.8%),SPI (14.1%),TCP (11.4%),LDS (5.5%),PS GPR (9.1%),ALU (5.3%),SPI (6.1%),TCP (0.8%),LDS (3.2%),187.06,133.82,50506.13,6793.11,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,2.5752,8888424137,9.9,ALU (22.8%),PS GPR (18.5%),SPI (15.4%),VS Wave (14.3%),TCP (12.3%),ALU (3.9%),PS GPR (2.4%),SPI (5.5%),VS Wave (8.6%),TCP (0.8%),200.02,89.95,3884.94,4938.01,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,2.5409,13604501493,9.3,ALU (25.6%),PS GPR (20.6%),SPI (16.9%),TCP (10.9%),VS Wave (9.3%),ALU (4.7%),PS GPR (2.7%),SPI (6%),TCP (0.6%),VS Wave (5.6%),132.41,57.21,2775.04,7558.06,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,2.01,5312760452,44.3,VS Wave (33.7%),MCS (28.2%),ALU (19.9%),SPI (7.5%),LDS (3.6%),VS Wave (24%),MCS (10.4%),ALU (8.6%),SPI (2%),LDS (1.1%),185.34,130.74,329.56,2951.53,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,2.013,14922470805,44.2,MCS (42%),ALU (27.2%),VS Wave (11.7%),SPI (7.9%),LDS (5.1%),MCS (16.8%),ALU (11.9%),VS Wave (8.3%),SPI (1.6%),LDS (1.1%),94.29,64.87,138.24,8290.26,0,1800,1800,0,0,0,0,0,0
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,2.1799,20436883520,34.6,MCS (36.1%),SPI (22.5%),TCP (15%),ALU (9.9%),PS Wave (3.5%),MCS (8.1%),SPI (7.5%),TCP (0.9%),ALU (1.9%),PS Wave (1.5%),88.6,76.32,126.91,11353.82,0,1800,1800,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4371,6409028226,54.1,MCS (24.9%),SPI (14.5%),PosBuf (13.2%),ALU (10.7%),TCP (6.1%),MCS (6.8%),SPI (6.5%),PosBuf (3.7%),ALU (1%),TCP (1.2%),135.49,122.31,150.52,3373.17,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.2086,23511865015,57.8,PS GPR (37.3%),ALU (15.5%),SPI (14.3%),TCP (11.8%),MCS (6.7%),PS GPR (9.8%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (2.9%),102.69,73.02,39698.63,12374.67,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.2961,18640678893,59.6,MCS (30.9%),PS GPR (15.8%),ALU (15.5%),SPI (10.7%),TCP (10.1%),MCS (12.2%),PS GPR (2%),ALU (2.4%),SPI (3.2%),TCP (0.6%),100.68,46.75,3359.09,9810.88,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.2276,29722377728,58.4,MCS (36.1%),ALU (17.9%),PS GPR (15.7%),SPI (10.1%),TCP (7.7%),MCS (13.5%),ALU (2.8%),PS GPR (2%),SPI (3%),TCP (0.4%),63.97,29.67,2491.85,15643.36,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.2992,8675511096,57.5,MCS (28.7%),ALU (25.4%),VS Wave (19.5%),SPI (11.3%),LDS (4.4%),MCS (10.7%),ALU (10.9%),VS Wave (12.9%),SPI (3%),LDS (1.6%),119.8,83.33,184.48,4566.06,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.1826,26812746275,59.4,MCS (37.1%),ALU (31.2%),SPI (12.5%),VS Wave (6%),LDS (5.7%),MCS (13.8%),ALU (13.9%),SPI (2.8%),VS Wave (3.9%),LDS (2%),55.39,37.83,74.98,14111.97,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1284,41673263193,53.2,MCS (48.1%),SPI (19.5%),TCP (14.5%),ALU (8.3%),PS GPR (3.4%),MCS (13.7%),SPI (5.8%),TCP (0.9%),ALU (1.7%),PS GPR (1%),45.86,39.77,67.08,21933.3,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.4585,6314838478,51.6,ALU (17.5%),MCS (15.9%),SPI (14.7%),PosBuf (13.5%),TCP (6.4%),ALU (1.9%),MCS (5.4%),SPI (6.8%),PosBuf (3.8%),TCP (1.3%),137.51,123.98,152.79,3323.6,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.214,23407026497,56.8,PS GPR (37.5%),ALU (15.6%),SPI (14.6%),TCP (11.9%),MCS (5.8%),PS GPR (9.9%),ALU (5.5%),SPI (6.3%),TCP (0.9%),MCS (2.4%),103.15,73.27,40840.81,12319.49,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4275,16925903370,38.4,ALU (20.3%),PS GPR (18.3%),SPI (15.9%),TCP (12.7%),MCS (11.9%),ALU (3.4%),PS GPR (2.4%),SPI (5.5%),TCP (0.8%),MCS (3.3%),110.87,47.39,3369.74,8908.37,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.403,26007708203,60.3,ALU (24.9%),PS GPR (22.9%),SPI (17.4%),TCP (11.4%),SX-DB (6.1%),ALU (4.4%),PS GPR (3%),SPI (6%),TCP (0.6%),SX-DB (0.5%),73.11,30.19,2507.64,13688.27,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3097,8606274544,54,MCS (27.9%),ALU (25.6%),VS Wave (19.7%),SPI (11.5%),LDS (4.5%),MCS (10%),ALU (11%),VS Wave (13.1%),SPI (3.2%),LDS (1.6%),120.77,84.17,185.02,4529.62,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2067,26277046397,54.8,MCS (34.6%),ALU (31.9%),SPI (13.3%),VS Wave (6.2%),LDS (5.8%),MCS (12%),ALU (14.3%),SPI (3.2%),VS Wave (4%),LDS (2.1%),56.52,38.76,75.53,13830.02,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1411,41208810583,52.3,MCS (46.2%),SPI (20.2%),TCP (14.8%),ALU (8.9%),PS GPR (3.5%),MCS (12.7%),SPI (6.2%),TCP (0.9%),ALU (1.8%),PS GPR (1%),46.38,40.22,67.65,21688.85,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.475,6244170211,49,ALU (17.7%),SPI (14.9%),MCS (13.7%),PosBuf (13.7%),TCP (7%),ALU (2.9%),SPI (7.1%),MCS (4.3%),PosBuf (3.9%),TCP (1.3%),139.06,125.19,154.73,3286.41,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.2178,23334879381,57.3,PS GPR (37.6%),ALU (15.6%),SPI (14.8%),TCP (12%),LDS (5.7%),PS GPR (9.9%),ALU (5.6%),SPI (6.4%),TCP (0.9%),LDS (3.3%),103.47,73.45,41798.62,12281.52,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4621,16524361535,26.7,ALU (22.6%),PS GPR (19.6%),SPI (16.5%),TCP (13.3%),VS Wave (7.9%),ALU (3.8%),PS GPR (2.6%),SPI (5.9%),TCP (0.8%),VS Wave (4.4%),113.57,47.53,3373.72,8697.03,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3987,26086607228,25.2,ALU (24.8%),PS GPR (20.5%),SPI (17.4%),TCP (11.2%),MCS (9.1%),ALU (4.3%),PS GPR (2.7%),SPI (6.1%),TCP (0.6%),MCS (1.4%),72.89,30.2,2507.7,13729.79,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3196,8541781812,51.5,MCS (27%),ALU (25.8%),VS Wave (19.8%),SPI (11.8%),LDS (4.5%),MCS (9.3%),ALU (11.1%),VS Wave (13.2%),SPI (3.4%),LDS (1.7%),121.68,84.96,185.51,4495.67,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2188,26016277340,51.7,MCS (33.2%),ALU (32.3%),SPI (13.7%),VS Wave (6.2%),LDS (5.8%),MCS (11.1%),ALU (14.5%),SPI (3.5%),VS Wave (4.1%),LDS (2.1%),57.09,39.25,75.82,13692.78,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1677,40270403961,50.7,MCS (41%),SPI (21.7%),TCP (15.6%),ALU (10.4%),PS GPR (3.6%),MCS (10.7%),SPI (7.1%),TCP (1%),ALU (2.1%),PS GPR (1.1%),47.46,41.18,68.79,21194.95,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5019,6132532886,43.6,ALU (18.1%),SPI (15.8%),PosBuf (14.1%),MCS (9.1%),TCP (7.6%),ALU (4.8%),SPI (7.5%),PosBuf (4%),MCS (2.6%),TCP (1.4%),141.6,127.23,157.8,3227.65,0,1900,1900,0,0,0,0,0,0
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.224,23216625991,57.2,PS GPR (37.8%),ALU (15.7%),SPI (15.1%),TCP (12.1%),LDS (5.8%),PS GPR (10%),ALU (5.7%),SPI (6.5%),TCP (0.9%),LDS (3.4%),103.99,73.76,43499.44,12219.28,0,1900,1900,0,0,0,0,0,0
