Config, App, Score, Cycles, Mem Efficiency (%), 1# bottleneck, 2# bottleneck, 3# bottleneck, 4# bottleneck, 5# bottleneck, #1 IF Improv %[activity],#2 IF Improv %[activity],#3 IF Improv %[activity],#4 IF Improv %[activity],#5 IF Improv %[activity], Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.1796,41964666274,52.6,MCS (49.3%),SPI (19.1%),TCP (14.2%),ALU (7.9%),PS GPR (3.4%),MCS (14.3%),SPI (5.6%),TCP (0.9%),ALU (1.6%),PS GPR (1%),47.94,41.56,70.32,20982.33,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.543,6283208739,48.9,ALU (17.6%),MCS (15%),SPI (14.8%),PosBuf (13.6%),TCP (6.6%),ALU (2.4%),MCS (4.9%),SPI (6.9%),PosBuf (3.9%),TCP (1.3%),145.47,131.07,161.74,3141.6,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.279,23387031983,57.1,PS GPR (37.6%),ALU (15.6%),SPI (14.7%),TCP (11.9%),LDS (5.7%),PS GPR (9.9%),ALU (5.6%),SPI (6.3%),TCP (0.9%),LDS (3.3%),108.67,77.18,43354.83,11693.52,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5364,16553367058,26.7,ALU (22.4%),PS GPR (19.5%),SPI (16.5%),TCP (13.2%),VS Wave (7.9%),ALU (3.8%),PS GPR (2.5%),SPI (5.9%),TCP (0.8%),VS Wave (4.3%),119.34,50.02,3550.65,8276.68,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4681,26161105034,26.4,ALU (24.5%),PS GPR (20.2%),SPI (17.3%),TCP (11.1%),MCS (10.2%),ALU (4.3%),PS GPR (2.7%),SPI (6.1%),TCP (0.6%),MCS (1.7%),76.51,31.79,2639.52,13080.55,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.3734,8639192478,51.8,MCS (28.8%),ALU (25.5%),VS Wave (19.5%),SPI (11%),LDS (4.4%),MCS (10.3%),ALU (10.9%),VS Wave (12.9%),SPI (3.1%),LDS (1.6%),126.64,88.29,194.56,4319.6,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2677,26328858121,52.4,MCS (35.4%),ALU (31.8%),SPI (12.6%),VS Wave (6.1%),LDS (5.8%),MCS (12.2%),ALU (14.2%),SPI (3%),VS Wave (4%),LDS (2%),59.38,40.76,79.46,13164.43,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2095,40925298854,50.9,MCS (44.8%),SPI (20.7%),TCP (15%),ALU (9.3%),PS GPR (3.5%),MCS (12.1%),SPI (6.4%),TCP (0.9%),ALU (1.8%),PS GPR (1%),49.16,42.62,71.61,20462.65,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5742,6158695701,43.9,ALU (18%),SPI (15.6%),PosBuf (14%),MCS (10.1%),TCP (7.5%),ALU (4.4%),SPI (7.4%),PosBuf (4%),MCS (3%),TCP (1.4%),148.41,133.4,165.32,3079.35,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.2861,23258832309,56.9,PS GPR (37.8%),ALU (15.7%),SPI (15%),TCP (12.1%),LDS (5.8%),PS GPR (10%),ALU (5.6%),SPI (6.5%),TCP (0.9%),LDS (3.4%),109.27,77.52,45165.68,11629.42,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5471,16438653682,13.5,ALU (24.9%),PS GPR (20%),SPI (16.7%),TCP (13.5%),VS Wave (7.9%),ALU (4.3%),PS GPR (2.7%),SPI (6%),TCP (0.9%),VS Wave (4.4%),120.17,50.07,3553.2,8219.33,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4869,25831421722,13.3,ALU (27.2%),PS GPR (23.2%),SPI (17.8%),TCP (11.6%),SX-DB (6.1%),ALU (5.1%),PS GPR (3.1%),SPI (6.3%),TCP (0.6%),SX-DB (0.5%),77.48,31.83,2643.27,12915.71,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.385,8566950735,50.3,MCS (27.8%),ALU (25.7%),VS Wave (19.7%),SPI (11.4%),LDS (4.5%),MCS (9.5%),ALU (11.1%),VS Wave (13.1%),SPI (3.3%),LDS (1.6%),127.71,89.19,195.11,4283.48,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2813,26049240821,49,MCS (33.9%),ALU (32.2%),SPI (13.1%),VS Wave (6.2%),LDS (5.8%),MCS (11.2%),ALU (14.4%),SPI (3.2%),VS Wave (4%),LDS (2%),60.02,41.31,79.78,13024.62,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.271,38946797370,46.4,MCS (25.9%),SPI (24.7%),TCP (16.8%),ALU (11.8%),Interp (10.2%),MCS (7.6%),SPI (8.7%),TCP (1.2%),ALU (2.6%),Interp (0.6%),51.66,44.93,74.27,19473.4,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6069,6033280643,34.5,ALU (18.4%),SPI (16.7%),PosBuf (14.5%),TCP (8%),Vertex (6.3%),ALU (6.4%),SPI (8%),PosBuf (4.1%),TCP (1.4%),Vertex (1.6%),151.5,136.04,168.94,3016.64,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.2962,23077299440,55.1,PS GPR (38.1%),ALU (15.8%),SPI (15.4%),TCP (12.5%),LDS (5.8%),PS GPR (10%),ALU (5.8%),SPI (6.7%),TCP (0.9%),LDS (3.4%),110.13,78.01,48300.74,11538.65,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.5508,16400080290,11.1,ALU (25.1%),PS GPR (20.1%),SPI (16.8%),TCP (13.6%),VS Wave (8%),ALU (4.5%),PS GPR (2.8%),SPI (6%),TCP (0.9%),VS Wave (4.4%),120.45,50.1,3555.24,8200.04,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.4906,25766143428,10.7,ALU (27.5%),PS GPR (23.4%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%),PS GPR (3.5%),SPI (6.3%),TCP (0.7%),SX-DB (0.5%),77.68,31.85,2645.32,12883.07,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4176,8369792145,47.5,ALU (26.4%),MCS (24.6%),VS Wave (20.3%),SPI (12.7%),LDS (4.6%),ALU (11.4%),MCS (7.4%),VS Wave (13.5%),SPI (4%),LDS (1.7%),130.72,91.73,196.61,4184.9,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.2921,25830548852,47.3,MCS (32.7%),ALU (32.5%),SPI (13.6%),VS Wave (6.3%),LDS (5.9%),MCS (10.5%),ALU (14.6%),SPI (3.5%),VS Wave (4.1%),LDS (2%),60.53,41.74,80.02,12915.27,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3121,37727371652,38.3,SPI (27.4%),TCP (18.7%),MCS (16.8%),ALU (13%),Interp (12.1%),SPI (11.2%),TCP (1.4%),MCS (4.6%),ALU (3.4%),Interp (1.6%),53.33,46.65,76.49,18863.69,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7698,12594140637,55.6,MCS (32.7%),PosBuf (16.5%),SPI (14.7%),ALU (8.7%),Vertex (5.9%),MCS (10%),PosBuf (5.4%),SPI (6.5%),ALU (0.6%),Vertex (1.4%),72.58,65.57,81.02,6297.07,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.6427,46541626347,57.9,PS GPR (38.7%),ALU (15.7%),SPI (14.2%),TCP (11.9%),MCS (8.2%),PS GPR (10.2%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (3.5%),54.61,38.76,27895.58,23270.81,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.726,35033187858,54.2,MCS (26.4%),ALU (17.2%),PS GPR (17.1%),SPI (13.3%),TCP (10.9%),MCS (9.8%),ALU (2.6%),PS GPR (2.2%),SPI (3.9%),TCP (0.7%),56.39,24.74,2479.13,17516.59,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7073,54299686237,57.9,MCS (23.7%),ALU (21.2%),PS GPR (18.7%),SPI (14.6%),TCP (9.2%),MCS (7.4%),ALU (3.5%),PS GPR (2.4%),SPI (4.3%),TCP (0.5%),36.86,15.78,1970.83,27149.84,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7262,16338837399,59.2,MCS (36.7%),ALU (26.9%),SPI (10.4%),VS Wave (9.2%),LDS (4.7%),MCS (14.9%),ALU (11.3%),SPI (2.6%),VS Wave (5.2%),LDS (1.6%),66.96,45.74,98.76,8169.42,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6324,52780319121,59.8,MCS (40.8%),ALU (31.4%),SPI (11.3%),LDS (5.8%),DB (4.1%),MCS (15.2%),ALU (14%),SPI (2.5%),LDS (2%),DB (1.6%),29.62,20.11,39.58,26390.16,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5832,84882711245,54.1,MCS (53.1%),SPI (18.3%),TCP (13.4%),ALU (7.1%),PS GPR (3.6%),MCS (16.5%),SPI (5.1%),TCP (0.8%),ALU (1.4%),PS GPR (1%),23.7,20.56,35.1,42441.35,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7738,12528855092,55.2,MCS (31.3%),PosBuf (16.7%),SPI (14.8%),ALU (9.5%),TCP (6%),MCS (9.5%),PosBuf (5.5%),SPI (6.6%),ALU (0.8%),TCP (1.2%),72.95,65.87,81.51,6264.43,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Grid2_38x21,0.6434,46492541645,57.6,PS GPR (38.8%),ALU (15.7%),SPI (14.3%),TCP (11.9%),MCS (8%),PS GPR (10.3%),ALU (5.5%),SPI (6.2%),TCP (0.9%),MCS (3.4%),54.66,38.79,28101,23246.27,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.6929,36704635125,60.2,MCS (34.3%),PS GPR (15.9%),ALU (15.7%),SPI (10.4%),TCP (10.1%),MCS (14%),PS GPR (2.1%),ALU (2.4%),SPI (3.1%),TCP (0.6%),53.82,24.57,2429.89,18352.32,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.6479,59283830955,58.9,MCS (39.5%),ALU (17.8%),PS GPR (15.4%),SPI (9.5%),TCP (7.6%),MCS (15.2%),ALU (2.7%),PS GPR (1.9%),SPI (2.9%),TCP (0.4%),33.76,15.58,1939.76,29641.91,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7389,16058317576,57.6,MCS (34.3%),ALU (27.4%),SPI (11.7%),VS Wave (9.4%),LDS (4.8%),MCS (13.4%),ALU (11.7%),SPI (3%),VS Wave (5.4%),LDS (1.7%),68.13,46.7,99.3,8029.16,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6297,53001373558,60,MCS (41.4%),ALU (31.3%),SPI (11%),LDS (5.7%),DB (4.1%),MCS (15.6%),ALU (13.9%),SPI (2.5%),LDS (2%),DB (1.6%),29.5,20.01,39.52,26500.69,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5865,84404820870,53.7,MCS (52%),SPI (18.7%),TCP (13.8%),ALU (7.4%),PS GPR (3.6%),MCS (16%),SPI (5.3%),TCP (0.8%),ALU (1.5%),PS GPR (1%),23.84,20.67,35.25,42202.41,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.7901,12270078900,53,MCS (23.2%),PosBuf (17.2%),SPI (15.2%),ALU (15%),TCP (6.5%),MCS (7.6%),PosBuf (5.6%),SPI (7%),ALU (1.5%),TCP (1.3%),74.49,67.18,83.27,6135.04,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Grid2_38x21,0.6468,46249013033,56.4,PS GPR (39%),ALU (15.8%),SPI (14.7%),TCP (12%),MCS (6.8%),PS GPR (10.3%),ALU (5.6%),SPI (6.3%),TCP (0.9%),MCS (2.8%),54.95,38.95,29250.19,23124.51,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7739,32864334289,38.7,ALU (20.7%),PS GPR (18.8%),SPI (16.3%),MCS (13.6%),TCP (12.9%),ALU (3.4%),PS GPR (2.4%),SPI (5.6%),MCS (3.9%),TCP (0.8%),60.11,24.94,2507.4,16432.17,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.753,51007218157,59.4,ALU (25%),PS GPR (23.2%),SPI (17.7%),TCP (11.5%),MCS (7.2%),ALU (4.4%),PS GPR (3%),SPI (6%),TCP (0.6%),MCS (1.5%),39.24,15.89,1980.61,25503.61,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.746,15904774470,54,MCS (33.5%),ALU (27.7%),SPI (11.8%),VS Wave (9.5%),LDS (4.8%),MCS (12.5%),ALU (11.8%),SPI (3.2%),VS Wave (5.4%),LDS (1.7%),68.79,47.28,99.63,7952.39,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6441,51815463316,55.3,MCS (38.3%),ALU (32.2%),SPI (12.5%),LDS (5.9%),DB (4.5%),MCS (13.6%),ALU (14.4%),SPI (2.9%),LDS (2%),DB (1.8%),30.17,20.57,39.83,25907.73,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.5937,83381663555,52.7,MCS (50%),SPI (19.3%),TCP (14.4%),ALU (8%),PS GPR (3.7%),MCS (15%),SPI (5.6%),TCP (0.9%),ALU (1.6%),PS GPR (1.1%),24.13,20.92,35.59,41690.83,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8021,12087596417,50,ALU (18.3%),MCS (17.7%),PosBuf (17.6%),SPI (15.5%),TCP (6.8%),ALU (2.5%),MCS (6.2%),PosBuf (5.8%),SPI (7.3%),TCP (1.3%),75.62,68.05,84.65,6043.8,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Grid2_38x21,0.6491,46083578995,56.9,PS GPR (39.1%),ALU (15.9%),SPI (14.9%),TCP (12.1%),MCS (6.1%),PS GPR (10.4%),ALU (5.7%),SPI (6.4%),TCP (0.9%),MCS (2.5%),55.15,39.06,30228,23041.79,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.7958,31957687644,26.6,ALU (23.2%),PS GPR (20.2%),SPI (17.1%),TCP (13.6%),MCS (6.7%),ALU (3.9%),PS GPR (2.6%),SPI (6.1%),TCP (0.9%),MCS (1.2%),61.81,25.03,2511.89,15978.84,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7503,51191454260,26.4,ALU (25%),PS GPR (20.7%),SPI (17.7%),TCP (11.4%),MCS (10.6%),ALU (4.4%),PS GPR (2.7%),SPI (6.2%),TCP (0.6%),MCS (1.8%),39.1,15.9,1980.61,25595.73,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7528,15761273796,51.6,MCS (32.6%),ALU (27.9%),SPI (12.2%),VS Wave (9.6%),LDS (4.9%),MCS (11.7%),ALU (12%),SPI (3.4%),VS Wave (5.5%),LDS (1.7%),69.42,47.81,99.92,7880.64,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6514,51234021463,52.3,MCS (36.7%),ALU (32.7%),SPI (13%),LDS (5.9%),DB (5%),MCS (12.6%),ALU (14.6%),SPI (3.1%),LDS (2%),DB (1.9%),30.52,20.85,40,25617.01,0,2000,2000,0,0,0,0,0,0
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.609,81281504533,51,MCS (45.4%),SPI (20.9%),TCP (15.1%),ALU (9.3%),PS GPR (3.8%),MCS (12.8%),SPI (6.5%),TCP (0.9%),ALU (1.8%),PS GPR (1.1%),24.75,21.46,36.27,40640.75,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,2.7868,3478929929,42.5,ALU (15.9%),Primitive (13.6%),SPI (12.6%),PosBuf (9.3%),HS Wave (9%),ALU (4.3%),Primitive (4.3%),SPI (5.3%),PosBuf (1.9%),HS Wave (3.1%),262.74,235.09,289.83,1739.46,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Grid2_38x21,2.4385,12266689754,49.6,PS GPR (34.4%),ALU (14.8%),SPI (13.7%),TCP (11.3%),LDS (5.5%),PS GPR (9.1%),ALU (5.2%),SPI (6%),TCP (0.8%),LDS (3.2%),207.18,148.3,55063.79,6133.34,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,2.8566,8903012637,10,ALU (22.7%),PS GPR (18.3%),SPI (15.4%),VS Wave (14.3%),TCP (12.2%),ALU (3.8%),PS GPR (2.4%),SPI (5.5%),VS Wave (8.6%),TCP (0.8%),221.88,99.93,4315.91,4451.51,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,2.8153,13642666736,9.6,ALU (25.3%),PS GPR (20%),SPI (16.8%),TCP (10.8%),VS Wave (9.2%),ALU (4.6%),PS GPR (2.6%),SPI (5.9%),TCP (0.6%),VS Wave (5.6%),146.71,63.55,3082.92,6821.33,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,2.1863,5426824026,44.8,VS Wave (32.8%),MCS (32.3%),ALU (18.6%),SPI (6.4%),LDS (3.5%),VS Wave (23.3%),MCS (12.3%),ALU (8.2%),SPI (1.6%),LDS (0.9%),201.6,142.06,364.09,2713.41,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,2.1736,15355116879,45.8,MCS (45.8%),ALU (26.1%),VS Wave (11.3%),SPI (5.9%),LDS (4.9%),MCS (19.1%),ALU (11.3%),VS Wave (8%),SPI (1.2%),LDS (0.8%),101.82,69.98,152.02,7677.56,0,2000,2000,0,0,0,0,0,0
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,2.36,20975059047,35.7,MCS (43.6%),SPI (20.6%),TCP (13.9%),ALU (7.5%),PS Wave (3.3%),MCS (10.5%),SPI (6.4%),TCP (0.8%),ALU (1.4%),PS Wave (1.4%),95.92,82.58,139.34,10487.53,0,2000,2000,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.5531,6554668552,54.6,MCS (31.8%),SPI (14%),PosBuf (12.8%),ALU (6.7%),TCP (5.6%),MCS (8.9%),SPI (6%),PosBuf (3.6%),ALU (0.5%),TCP (1.2%),146.42,132.59,162.37,3121.27,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.3277,23656765638,57.6,PS GPR (37.1%),ALU (15.4%),SPI (13.9%),TCP (11.7%),MCS (8.1%),PS GPR (9.8%),ALU (5.4%),SPI (6.1%),TCP (0.9%),MCS (3.5%),112.8,80.33,42508.07,11265.13,0,2100,2100,0,0,0,0,0,0
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.3949,19144720609,60.7,MCS (34.7%),PS GPR (15.2%),ALU (15%),SPI (9.7%),TCP (9.6%),MCS (14.5%),PS GPR (1.9%),ALU (2.2%),SPI (2.8%),TCP (0.6%),108.34,51.47,3709.64,9116.53,0,2100,2100,0,0,0,0,0,0
