Predicted
App, Config, Score_perDraw, Score_perCB|Score_Bottleneck, PredDrawCycles,LoggedDrawCycles,LoggedCMBCycles,TTPredCMBCycles,Predicted_cycles, Logged_cycles, ABS_Error_cycles, Score_perCB_method0, Score_perCB_method1,PerCB_measured_Ave_FPS,PerDraw Average FPS, PerDraw Min FPS, PerDraw Max FPS, perDraw Total Time (ms),PerCB Average FPS, PerCB Min FPS, PerCB Max FPS, perCB Total Time (ms),perDraw_6frames average fps, perCB_6frames average fps,1# Bottleneck,1# %, 2# Bottleneck, 2# %, 3# Bottleneck,3# %, 4# Bottleneck,4# %, 5# Bottleneck, 5# %,#1, #1 IF Improv %[activity],#2, #2 IF Improv %[activity],#3, #3 IF Improv %[activity],#4, #4 IF Improv %[activity],#5,#5 IF Improv %[activity],Detailed Bottleneck:,1# Bottleneck,1# %, 2# Bottleneck, 2# %, 3# Bottleneck,3# %, 4# Bottleneck,4# %, 5# Bottleneck, 5# %,Diff(perDraw-perCB),FirstVSWave, VSWave_FirstVSWave,Detailed Block Cycles (%):,% Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,
3dm11_32bit_12x7_dx11_gt3_perf,Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.9992,0.9991|0.9992,NA,NA,NA,NA,12310030514,12822990125,NA,0.9983,0.9991|0.9992,66.8172,88.7569,80.01,99.23,6838.91,117.06,0,0,5185.58,0,0,MCS,25.8,PosBuf,17.1,SPI,15.1,ALU,12.9,TCP,6.5,MCS,-66.3,PosBuf,-77.3,SPI,-77.9,ALU,-85.8,TCP,-92.2,,MCS,25.8,PosBuf,17.1,SPI,15.1,ALU,12.9,TCP,6.5,5,0,0,6.19,15.12,1.79,0,0,0.2,0,0,0,0,6.47,0,0.06,0,0,25.77,0,0,0,0,0,0,0,1.49,0,1.53,17.11,0,0,0,3.01,0.02,0,0,5.35,0,0,0.82,0,0,0,0,0,12.93,0,0.73,0,0,0,1.4,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,1.0032,1.0044|1.0032,NA,NA,NA,NA,12260967864,12822990125,NA,1.0069,1.0044|1.0032,67.1703,89.1121,80.32,99.63,6811.65,117.67,0,0,5158.32,0,0,MCS,23.8,PosBuf,17.2,SPI,15.2,ALU,14.4,TCP,6.5,MCS,-68.6,PosBuf,-77.1,SPI,-77.8,ALU,-84.2,TCP,-92.2,,MCS,23.8,PosBuf,17.2,SPI,15.2,ALU,14.4,TCP,6.5,5,0,0,6.23,15.19,1.83,0,0,0.2,0,0,0,0,6.52,0,0.07,0,0,23.83,0,0,0,0,0,0,0,1.5,0,1.56,17.21,0,0,0,3.04,0.02,0,0,5.38,0,0,0.85,0,0,0,0,0,14.41,0,0.74,0,0,0,1.41,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,1.0179,1.0239|1.0179,NA,NA,NA,NA,12084155482,12822990125,NA,1.039,1.0239|1.0179,68.4742,90.4159,81.36,101.21,6713.42,119.96,0,0,5060.09,0,0,ALU,18.3,PosBuf,17.6,MCS,17.5,SPI,15.5,TCP,7,ALU,-79.2,PosBuf,-76.6,MCS,-76.3,SPI,-77.2,TCP,-91.6,,ALU,18.3,PosBuf,17.6,MCS,17.5,SPI,15.5,TCP,7,5,0,0,6.41,15.46,1.95,0,0,0.2,0,0,0,0,7.04,0.03,0.08,0,0,17.46,0,0,0,0,0,0,0,1.56,0,1.68,17.61,0,0,0,3.11,0.02,0,0,5.46,0,0,1.34,0,0,0,0,0,18.33,0,0.8,0,0,0,1.44,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,1.0305,1.0408|1.0305,NA,NA,NA,NA,11935841504,12822990125,NA,1.0675,1.0408|1.0305,69.6077,91.5394,82.27,102.61,6631.02,121.94,0,0,4977.7,0,0,ALU,18.6,PosBuf,18,SPI,15.7,MCS,14.6,TCP,7.5,ALU,-78,PosBuf,-76.1,SPI,-76.6,MCS,-80.3,TCP,-91.1,,ALU,18.6,PosBuf,18,SPI,15.7,MCS,14.6,TCP,7.5,4,0,0,6.56,15.75,2.07,0,0.13,0.21,0,0,0,0,7.55,0.03,0.09,0,0,14.63,0,0,0,0,0,0,0,1.62,0,1.77,17.97,0,0,0,3.2,0.03,0,0,5.55,0,0,1.93,0,0,0,0,0,18.57,0,0.88,0,0,0,1.45,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.546,18.9218|3.546,NA,NA,NA,NA,3468825552,12822990125,NA,-1.8805,18.9218|3.546,1265.4735,314.9769,281.76,347.45,1927.13,2216.95,0,0,273.8,0,0,ALU,16,Primitive,13.7,SPI,12.8,PosBuf,9.3,HS Wave,9.1,ALU,-79.3,Primitive,-81.7,SPI,-81.8,PosBuf,-88.7,HS Wave,-87.8,,ALU,16,Primitive,13.7,SPI,12.8,PosBuf,9.3,HS Wave,9.1,0,0,0,3.13,12.77,13.72,0,0.11,0.14,0,0,0,0,6.8,0.04,0.18,0,0,3.45,0,0,0,0,0,0.27,0,9.11,0,8.48,9.32,0,0,0,2.77,0.14,0,0,4.26,0,0,5.27,2.22,0,0,0,0,15.99,0,0.61,0,0,0,1.21,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,2.0258,3.0124|2.0258,NA,NA,NA,NA,6409028226,12822990125,NA,-12.4512,3.0124|2.0258,201.4678,179.9493,162.45,199.91,3373.17,352.95,0,0,1719.81,0,0,MCS,24.9,SPI,14.5,PosBuf,13.2,ALU,10.7,TCP,6.1,MCS,-68.3,SPI,-79.1,PosBuf,-83.1,ALU,-88.3,TCP,-92.7,,MCS,24.9,SPI,14.5,PosBuf,13.2,ALU,10.7,TCP,6.1,1,0,0,5.69,14.46,2.33,0,0,0.17,0,0,0,0,6.11,0,0.05,0,0,24.86,0,0,0,0,0,0.02,0,4.84,0,4.21,13.2,0,0,0,2.85,0.06,0,0,5.05,0,0,2.85,0.58,0,0,0,0,10.67,0,0.66,0,0,0,1.32,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,2.0561,3.1018|2.0561,NA,NA,NA,NA,6314838478,12822990125,NA,-10.4395,3.1018|2.0561,207.4475,182.6333,164.67,202.93,3323.6,363.42,0,0,1670.24,0,0,ALU,17.5,MCS,15.9,SPI,14.7,PosBuf,13.5,TCP,6.4,ALU,-80.6,MCS,-78.7,SPI,-78.5,PosBuf,-82.7,TCP,-92.3,,ALU,17.5,MCS,15.9,SPI,14.7,PosBuf,13.5,TCP,6.4,1,0,0,5.83,14.74,2.41,0,0,0.18,0,0,0,0,6.38,0.01,0.06,0,0,15.88,0,0,0,0,0,0.02,0,4.96,0,4.43,13.48,0,0,0,2.93,0.06,0,0,5.12,0,0,2.9,0.97,0,0,0,0,17.54,0,0.73,0,0,0,1.36,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,2.0793,3.1725|2.0793,NA,NA,NA,NA,6244170211,12822990125,NA,-9.3108,3.1725|2.0793,212.1723,184.7003,166.28,205.51,3286.41,371.7,0,0,1633.04,0,0,ALU,17.7,SPI,14.9,MCS,13.7,PosBuf,13.7,TCP,7,ALU,-79.4,SPI,-78,MCS,-81.9,PosBuf,-82.4,TCP,-91.7,,ALU,17.7,SPI,14.9,MCS,13.7,PosBuf,13.7,TCP,7,1,0,0,5.95,14.94,2.49,0,0.12,0.18,0,0,0,0,6.96,0.03,0.08,0,0,13.74,0,0,0,0,0,0.02,0,5.07,0,4.59,13.73,0,0,0,3.01,0.06,0,0,5.18,0,0,2.93,1,0,0,0,0,17.74,0,0.79,0,0,0,1.38,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,2.1172,3.2909|2.1172,NA,NA,NA,NA,6132532886,12822990125,NA,-7.9526,3.2909|2.1172,220.0911,188.0626,168.99,209.58,3227.65,385.57,0,0,1574.28,0,0,ALU,18.1,SPI,15.8,PosBuf,14.1,MCS,9.1,TCP,7.6,ALU,-77.1,SPI,-76.7,PosBuf,-81.9,MCS,-88.3,TCP,-91,,ALU,18.1,SPI,15.8,PosBuf,14.1,MCS,9.1,TCP,7.6,1,0,0,6.13,15.77,2.8,0,0.12,0.18,0,0,0,0,7.61,0.04,0.16,0,0,9.09,0,0,0,0,0,0.02,0,5.3,0,4.95,14.07,0,0,0,3.17,0.06,0,0,5.39,0,0,2.98,1.7,0,0,0,0,18.08,0,0.88,0,0,0,1.48,0,
3dm11_32bit_12x7_dx11_gt3_perf,Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,2.1547,3.4126|2.1547,NA,NA,NA,NA,6025808000,12822990125,NA,-6.9792,3.4126|2.1547,228.2346,191.3934,171.89,213.42,3171.48,399.84,0,0,1518.11,0,0,ALU,18.4,SPI,16.7,PosBuf,14.5,TCP,8,Vertex,6.3,ALU,-75.1,SPI,-75.2,PosBuf,-81.4,TCP,-90.6,Vertex,-92.1,,ALU,18.4,SPI,16.7,PosBuf,14.5,TCP,8,Vertex,6.3,1,0,0,6.34,16.74,4.31,0,0.13,0.19,0,0,0,0,8.03,0.11,0.42,0,0,2.65,0,0,0,0,0,0.02,0,5.6,0,5.37,14.51,0,0,0,3.34,0.07,0,0,5.56,0,0,3.03,2.74,0,0,0,0,18.41,0,0.9,0,0,0,1.52,0,
