Config, App, Score, Cycles, % Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,Ave FPS, Min FPS, Max FPS, Time (ms), Ave Power (Watt), Ave Freq (MHz), Ave Shader Freq (MHz),TotDcallNum,ExTDPDcallNum,SNum,ONum,ASNum,AONum
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6057,6641797247,5.3%,13.81%,1.79%,0%,0%,0.17%,0%,0%,0%,0%,5.36%,0%,0.02%,0%,0%,37.77%,0%,0%,0%,0%,0%,0.02%,0%,4.54%,0%,3.82%,12.59%,0%,0%,0%,2.66%,0.05%,0%,0%,4.86%,0%,0%,2.75%,0.41%,0%,0%,0%,0%,2.27%,0%,0.58%,0%,0%,0%,1.23%,0%,151.38,137.25,167.85,3019,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Grid2_38x21,1.3863,23735090480,0.1%,13.68%,0.6%,0.04%,0%,0.69%,0%,0%,0.01%,0%,11.65%,0.46%,0.11%,0%,0%,8.72%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.09%,0.01%,0%,0%,0%,36.99%,2.6%,0%,0%,5.64%,0%,0%,0%,1.16%,0%,0%,0%,0%,15.29%,0%,0%,0%,0%,0%,0.16%,0%,117.78,83.94,43851.12,10788.68,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.4411,19412160169,0.48%,9.03%,0.46%,0%,0%,0.5%,0%,0%,0.38%,0%,9.33%,0%,0%,0%,0%,36.83%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.21%,0.52%,1.12%,0%,0%,14.83%,0.62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,14.68%,0%,0.19%,0%,4.09%,0%,0.74%,0%,111.94,53.81,3884.7,8823.71,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.3581,31108512700,0.29%,8.33%,0.32%,0%,0%,0.41%,0%,0%,0.25%,0%,6.74%,0%,0%,0%,0%,43.05%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.7%,0.22%,0.61%,0%,0%,14.2%,0.32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16.6%,0%,0.11%,0%,4.39%,0%,0.46%,0%,70.77,34.11,2884.65,14140.23,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4462,9024682438,0.21%,8.52%,0.01%,0%,0%,2.03%,0%,0%,0%,0%,3.31%,0%,0%,0%,0%,35.15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.36%,2.06%,0.05%,0%,0%,0.04%,1.94%,0%,0%,4.24%,0%,0%,0%,0%,0%,0%,0%,0%,24.07%,0%,0%,0%,0%,0%,0.01%,0%,133.35,92.08,210.88,4102.13,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3079,28070534733,0.07%,8.41%,0%,0%,0%,3.26%,0%,0%,0%,0%,2.26%,0%,0%,0%,0%,44.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.63%,0.64%,0.02%,0%,0%,0%,0.55%,0%,0%,5.41%,0%,0%,0%,0%,0%,0%,0%,0%,29.17%,0%,0%,0%,0%,0%,0.01%,0%,61.27,41.62,85.41,12759.33,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2313,44222172127,0%,16.72%,0.22%,0.01%,0%,2.05%,0%,0%,0%,0%,10.99%,0%,0%,0%,0%,58.36%,0%,0%,0%,0%,0%,0.18%,0%,0.21%,0%,0.49%,0.1%,0%,0%,0%,3.18%,1.51%,0%,0%,0.26%,0%,0%,0%,0%,0%,0%,0%,0%,5.52%,0%,0.01%,0%,0%,0%,0.18%,0%,50.04,43.39,74.51,20100.99,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6448,6483729033,5.56%,14.22%,2.17%,0%,0%,0.17%,0%,0%,0%,0%,5.72%,0%,0.03%,0%,0%,27.83%,0%,0%,0%,0%,0%,0.02%,0%,4.73%,0%,4.07%,12.98%,0%,0%,0%,2.79%,0.06%,0%,0%,4.99%,0%,0%,2.82%,0.46%,0%,0%,0%,0%,9.47%,0%,0.63%,0%,0%,0%,1.3%,0%,155.07,140.19,172.2,2947.15,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Grid2_38x21,1.3945,23596342692,0.1%,13.95%,0.62%,0.04%,0%,0.72%,0%,0%,0.01%,0%,11.73%,0.46%,0.11%,0%,0%,7.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.14%,0.01%,0%,0%,0%,37.21%,2.7%,0%,0%,5.67%,0%,0%,0%,1.17%,0%,0%,0%,0%,15.41%,0%,0%,0%,0%,0%,0.18%,0%,118.48,84.32,45218.33,10725.61,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.6303,17160329077,0.66%,15.6%,0.56%,0%,0%,0.58%,0%,0%,0.45%,0%,12.21%,0%,0%,0%,0%,14.89%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.47%,0.73%,1.41%,0%,0%,17.8%,0.84%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.5%,0%,1.1%,0%,5.23%,0%,0.98%,0%,126.63,54.76,3899,7800.15,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.611,26225511388,0.45%,17.15%,0.42%,0%,0%,0.54%,0%,0%,0.35%,0%,11.13%,0%,0%,0%,0%,10.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.8%,0.55%,0.88%,0%,0%,21.4%,0.49%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.42%,0%,1.54%,0%,6.01%,0%,0.7%,0%,83.95,34.93,2903.3,11920.69,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4605,8935983394,0.21%,9.05%,0.01%,0%,0%,2.08%,0%,0%,0%,0%,3.59%,0%,0%,0%,0%,33.54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.57%,2.08%,0.05%,0%,0%,0.04%,1.96%,0%,0%,4.29%,0%,0%,0%,0%,0%,0%,0%,0%,24.52%,0%,0%,0%,0%,0%,0.01%,0%,134.68,93.3,211.7,4061.81,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3413,27371780522,0.07%,9.78%,0%,0%,0%,3.51%,0%,0%,0%,0%,2.32%,0%,0%,0%,0%,41.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.8%,0.66%,0.02%,0%,0%,0%,0.57%,0%,0%,5.55%,0%,0%,0%,0%,0%,0%,0%,0%,29.95%,0%,0%,0%,0%,0%,0.01%,0%,62.83,42.89,86.22,12441.72,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.2485,43613943773,0%,17.15%,0.23%,0.01%,0%,2.11%,0%,0%,0%,0%,11.5%,0%,0%,0%,0%,56.73%,0%,0%,0%,0%,0%,0.19%,0%,0.21%,0%,0.53%,0.1%,0%,0%,0%,3.24%,1.56%,0%,0%,0.26%,0%,0%,0%,0%,0%,0%,0%,0%,5.96%,0%,0.01%,0%,0%,0%,0.21%,0%,50.74,44,75.31,19824.52,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.6747,6368141716,5.74%,14.6%,2.34%,0%,0%,0.17%,0%,0%,0%,0%,6.2%,0%,0.05%,0%,0%,17.96%,0%,0%,0%,0%,0%,0.02%,0%,4.87%,0%,4.33%,13.32%,0%,0%,0%,2.88%,0.06%,0%,0%,5.08%,0%,0%,2.87%,0.97%,0%,0%,0%,0%,16.53%,0%,0.67%,0%,0%,0%,1.34%,0%,157.89,142.54,175.3,2894.61,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Grid2_38x21,1.4001,23501975987,0.11%,14.26%,0.63%,0.04%,0%,0.93%,0%,0%,0.01%,0%,11.84%,0.46%,0.11%,0%,0%,6.74%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.18%,0.01%,0%,0%,0%,37.36%,2.76%,0%,0%,5.7%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.49%,0%,0%,0%,0%,0%,0.19%,0%,118.95,84.58,46347.14,10682.72,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.6826,16626165139,0.7%,16.41%,0.6%,0%,0%,0.68%,0%,0%,0.46%,0%,13.07%,0%,0.1%,0%,0%,7.79%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.81%,0.78%,1.57%,0%,0%,19.08%,0.91%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,21.87%,0%,1.67%,0%,5.43%,0%,1.06%,0%,130.7,54.99,3904.33,7557.35,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.6044,26333812266,0.44%,17.08%,0.42%,0%,0%,0.55%,0%,0%,0.34%,0%,10.96%,0%,0%,0%,0%,12.14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.77%,0.44%,0.86%,0%,0%,19.74%,0.48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23.85%,0%,1.26%,0%,5.98%,0%,0.69%,0%,83.61,34.92,2903.22,11969.91,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.4739,8854978123,0.22%,9.39%,0.01%,0%,0%,2.13%,0%,0%,0%,0%,3.68%,0%,0%,0%,0%,32.54%,0%,0%,0%,0%,0%,0%,0%,0%,0%,18.78%,2.1%,0.05%,0%,0%,0.04%,1.98%,0%,0%,4.33%,0%,0%,0%,0%,0%,0%,0%,0%,24.75%,0%,0%,0%,0%,0%,0.01%,0%,135.91,94.4,212.37,4024.99,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3583,27029522970,0.07%,10.08%,0%,0%,0%,3.71%,0%,0%,0%,0%,2.35%,0%,0%,0%,0%,40.56%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.88%,0.66%,0.02%,0%,0%,0%,0.58%,0%,0%,5.62%,0%,0%,0%,0%,0%,0%,0%,0%,30.45%,0%,0%,0%,0%,0%,0.01%,0%,63.63,43.57,86.62,12286.15,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.285,42373063747,0%,18.58%,0.24%,0.01%,0%,2.26%,0%,0%,0%,0%,13.56%,0%,0%,0%,0%,51.41%,0%,0%,0%,0%,0%,0.2%,0%,0.22%,0%,0.59%,0.11%,0%,0%,0%,3.35%,1.66%,0%,0%,0.27%,0%,0%,0%,0%,0%,0%,0%,0%,7.2%,0%,0.01%,0%,0%,0%,0.31%,0%,52.23,45.27,76.91,19260.48,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.7155,6216540650,5.99%,15.31%,2.52%,0%,0.12%,0.18%,0%,0%,0%,0%,7.2%,0.03%,0.09%,0%,0%,12.03%,0%,0%,0%,0%,0%,0.02%,0%,5.11%,0%,4.66%,13.83%,0%,0%,0%,3.05%,0.06%,0%,0%,5.26%,0%,0%,2.94%,1.56%,0%,0%,0%,0%,17.82%,0%,0.83%,0%,0%,0%,1.39%,0%,161.74,145.48,180.02,2825.7,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Grid2_38x21,1.4091,23351963876,0.11%,14.71%,0.65%,0.05%,0%,0.97%,0%,0%,0.01%,0%,11.95%,0.47%,0.11%,0%,0%,5.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.25%,0.01%,0%,0%,0%,37.61%,2.85%,0%,0%,5.73%,0%,0%,0%,1.18%,0%,0%,0%,0%,15.61%,0%,0%,0%,0%,0%,0.22%,0%,119.72,85,48378.58,10614.53,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.699,16466137439,0.74%,16.68%,0.62%,0.01%,0%,0.73%,0%,0%,0.47%,0%,13.37%,0.01%,0.11%,0%,0%,2.77%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.92%,0.83%,1.68%,0%,0%,19.99%,0.93%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24.66%,0%,1.89%,0%,5.5%,0%,1.1%,0%,131.97,55.06,3907.47,7484.61,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.6319,25889841645,0.45%,17.75%,0.44%,0%,0%,0.62%,0%,0%,0.35%,0%,11.46%,0%,0.09%,0%,0%,3.6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.91%,0.54%,0.98%,0%,0%,22.92%,0.51%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,26.96%,0%,1.58%,0%,6.09%,0%,0.73%,0%,85.04,35,2907.37,11768.11,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.488,8771259631,0.22%,9.79%,0.02%,0%,0%,2.18%,0%,0%,0%,0%,3.71%,0%,0%,0%,0%,31.49%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19%,2.12%,0.05%,0%,0%,0.04%,2.01%,0%,0%,4.37%,0%,0%,0%,0%,0%,0%,0%,0%,24.99%,0%,0%,0%,0%,0%,0.01%,0%,137.21,95.49,213.03,3986.94,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3754,26692376903,0.07%,10.49%,0.01%,0%,0%,4%,0%,0%,0%,0%,2.38%,0%,0%,0%,0%,39.16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,5.97%,0.67%,0.02%,0%,0%,0%,0.59%,0%,0%,5.69%,0%,0%,0%,0%,0%,0%,0%,0%,30.94%,0%,0%,0%,0%,0%,0.01%,0%,64.43,44.23,87.04,12132.9,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.3673,39823202686,0%,22.32%,0.28%,0.01%,0%,2.64%,0%,0%,0%,0%,15.77%,0%,0%,0%,0%,36.13%,0%,0%,0%,0%,0%,0.21%,0%,0.24%,0%,0.79%,0.14%,0%,0%,0%,3.62%,1.92%,0%,0%,0.29%,0%,0%,0%,0%,0%,0%,0%,0%,10.76%,0%,0.02%,0%,0%,0%,4.85%,0%,55.57,48.25,80.38,18101.46,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,1.7624,6051071178,6.29%,16.66%,3.72%,0%,0.12%,0.18%,0%,0%,0%,0%,7.94%,0.07%,0.25%,0%,0%,4.21%,0%,0%,0%,0%,0%,0.02%,0%,5.5%,0%,5.28%,14.41%,0%,0%,0%,3.32%,0.07%,0%,0%,5.54%,0%,0%,3.02%,2.66%,0%,0%,0%,0%,18.33%,0%,0.89%,0%,0%,0%,1.5%,0%,166.16,149.16,185.28,2750.49,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Grid2_38x21,1.4221,23137631170,0.11%,15.22%,0.67%,0.05%,0%,1.02%,0%,0%,0.01%,0%,12.41%,0.47%,0.11%,0%,0%,3.65%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.34%,0.01%,0%,0%,0%,37.96%,2.95%,0%,0%,5.79%,0%,0%,0%,1.19%,0%,0%,0%,0%,15.77%,0%,0%,0%,0%,0%,0.25%,0%,120.82,85.63,51930.82,10517.11,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_19x10_AA_Extreme,1.705,16408124832,0.74%,16.75%,0.63%,0.01%,0%,0.75%,0%,0%,0.47%,0%,13.58%,0.01%,0.12%,0%,0%,1.24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7.97%,1.18%,1.72%,0%,0%,20.07%,0.95%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25.03%,0%,2.15%,0%,5.52%,0%,1.12%,0%,132.43,55.11,3909.92,7458.24,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,Rome2_25x14_AA_Extreme,1.6383,25788996250,0.46%,17.83%,0.44%,0%,0%,0.64%,0%,0%,0.35%,0%,11.69%,0.01%,0.1%,0%,0%,1.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,4.94%,0.93%,1.1%,0%,0%,23.33%,0.52%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27.44%,0%,1.84%,0%,6.12%,0%,0.75%,0%,85.37,35.03,2909.65,11722.27,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_Extreme,1.528,8541380329,0.23%,11.14%,0.02%,0%,0%,2.35%,0%,0%,0%,0%,3.82%,0%,0%,0%,0%,28.17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,19.66%,2.18%,0.05%,0%,0%,0.04%,2.08%,0%,0%,4.48%,0%,0%,0%,0%,0%,0%,0%,0%,25.77%,0%,0%,0%,0%,0%,0.01%,0%,140.9,98.53,214.86,3882.45,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,1.3891,26429868357,0.07%,11.06%,0.01%,0%,0%,4.35%,0%,0%,0%,0%,2.41%,0%,0%,0%,0%,37.68%,0%,0%,0%,0%,0%,0%,0%,0%,0%,6.04%,0.68%,0.02%,0%,0%,0%,0.59%,0%,0%,5.75%,0%,0%,0%,0%,0%,0%,0%,0%,31.34%,0%,0%,0%,0%,0%,0.01%,0%,65.07,44.74,87.37,12013.58,0,2200,2200,0,0,0,0,0,0
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,thief_veryhigh_3840x2160x32,1.4244,38227761823,0.01%,26.38%,0.32%,0.01%,0%,3.02%,0%,0%,0%,0%,17.83%,0%,0%,0%,0%,20.18%,0%,0%,0%,0%,0%,0.23%,0%,0.25%,0%,1.07%,0.16%,0%,0%,0%,3.83%,2.18%,0%,0%,0.31%,0%,0%,0%,0%,0%,0%,0%,0%,12.33%,0%,0.03%,0%,0%,0%,11.87%,0%,57.89,50.55,83.2,17376.26,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,3dm11_32bit_12x7_dx11_gt3_perf,0.8223,12969681792,5.57%,14.16%,1.46%,0%,0%,0.19%,0%,0%,0%,0%,5.44%,0%,0.02%,0%,0%,42.51%,0%,0%,0%,0%,0%,0%,0%,1.32%,0%,1.28%,15.89%,0%,0%,0%,2.73%,0.02%,0%,0%,5.06%,0%,0%,0.75%,0%,0%,0%,0%,0%,1.73%,0%,0.61%,0%,0%,0%,1.26%,0%,77.52,70.21,86.45,5895.31,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Grid2_38x21,0.702,46873377082,0.14%,13.71%,0.55%,0.07%,0%,0.71%,0%,0%,0.01%,0%,11.8%,1.5%,0.11%,0%,0%,9.57%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.85%,0.03%,0%,0%,0%,38.43%,1.14%,0%,0%,5.71%,0%,0%,0%,0%,0%,0%,0%,0%,15.51%,0%,0%,0%,0%,0%,0.17%,0%,59.64,42.4,29407.24,21306.08,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_19x10_AA_Extreme,0.781,35821715259,0.58%,12.61%,0.52%,0%,0%,0.56%,0%,0%,0.44%,0%,10.47%,0%,0%,0%,0%,30.36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3.28%,1.56%,0.69%,0%,0%,16.44%,0.3%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,16.2%,0%,0.33%,0%,4.82%,0%,0.84%,0%,60.66,27.13,2701.5,16282.6,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,Rome2_25x14_AA_Extreme,0.7634,55346688844,0.4%,13.9%,0.39%,0%,0%,0.49%,0%,0%,0.32%,0%,8.8%,0%,0%,0%,0%,27.25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.07%,0.81%,0.42%,0%,0%,18.08%,0.18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20.16%,0%,0.51%,0%,5.62%,0%,0.59%,0%,39.78,17.31,2165.17,25157.59,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_Extreme,0.7715,16917302092,0.23%,8.49%,0.01%,0%,0%,2.7%,0%,0%,0%,0%,2.73%,0%,0%,0%,0%,43.31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,8.46%,3.41%,0.05%,0%,0%,0.05%,1.09%,0%,0%,4.53%,0%,0%,0%,0%,0%,0%,0%,0%,24.94%,0%,0%,0%,0%,0%,0.01%,0%,71.14,48.25,107.5,7689.68,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,SleepingDogs_25x16_FXAA_SSAA_Extreme,0.6735,54510871980,0.07%,8.92%,0%,0%,0%,3.72%,0%,0%,0%,0%,2.33%,0%,0%,0%,0%,45.55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.42%,1.01%,0.02%,0%,0%,0.01%,0.31%,0%,0%,5.57%,0%,0%,0%,0%,0%,0%,0%,0%,30.06%,0%,0%,0%,0%,0%,0.02%,0%,31.55,21.34,43.05,24777.67,0,2200,2200,0,0,0,0,0,0
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,thief_veryhigh_3840x2160x32,0.6152,88503021370,0%,16.64%,0.18%,0.01%,0%,2.03%,0%,0%,0%,0%,10.83%,0%,0%,0%,0%,59.81%,0%,0%,0%,0%,0%,0.06%,0%,0.08%,0%,0.16%,0.16%,0%,0%,0%,3.4%,0.8%,0%,0%,0.29%,0%,0.02%,0%,0%,0%,0%,0%,0%,5.37%,0%,0.01%,0%,0%,0%,0.17%,0%,25.01,21.68,37.48,40228.65,0,2200,2200,0,0,0,0,0,0
