App Name, Chip Name,Sclk,Mclk,Total Draw Cycles, Total CB Cycles,FPS, Bottleneck #1 Name, Bottleneck #1 Cycles(%),Bottleneck #2 Name, Bottleneck #2 Cycles(%),Bottleneck #3 Name, Bottleneck #3 Cycles(%),Bottleneck #4 Name, Bottleneck #4 Cycles(%),Bottleneck #5 Name, Bottleneck #5 Cycles(%),Detailed Bottleneck:,1# Bottleneck,1# %, 2# Bottleneck, 2# %, 3# Bottleneck,3# %, 4# Bottleneck,4# %, 5# Bottleneck, 5# %, Detailed Block Cycles (%):,% Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,
3dm11_32bit_12x7_dx11_gt3_perf,Tonga,1000,1375,12822990125,9.07607527200002,66.88,ALU,22.1,MCS,16.8,CB,8.4,TCP,8.2,ParamCache,6.9,,ALU,22.1,MCS,16.8,CB,8.4,TCP,8.2,ParamCache,6.9,,4.34,0.63,4.87,0,8.35,3.13,0,0,0,0,8.16,0.92,0.01,0,0,16.84,0,0,0,0,0,0.01,0,2.73,0,3.76,4.74,6.85,0,0,3.86,0.08,0,0,0.06,0,0.05,4.09,0.62,0,0,0,0,22.06,0,0,0,0.45,3.4,0,0,
