Config, Score for All Resolutions, Min Score, Max Score, Cycles, Mem Efficiency (%), #1 bottleneck, #2 bottleneck, #3 bottleneck, #4 bottleneck, #5 bottleneck,#1 IF Improv % [activity], #2 IF Improv % [activity], #3 IF Improv % [activity], #4 IF Improv % [activity], #5 IF Improv % [activity],Ave FPS, Min FPS, Max FPS, Time (ms), Min App, Max App
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3279,1.327882,1.327882,26031930768.2653,24.8,ALU (25.1%),PS GPR (20.5%),SPI (17.5%),TCP (11.3%),MCS (8.6%),ALU (4.4%) [100.0],PS GPR (2.7%) [38.5],SPI (6.1%) [61.7],TCP (0.6%) [83.4],MCS (1.2%) [57.4],75.44,31.17,2588.2,14462.18,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.3401,1.340108,1.340108,25794431892.8373,13.3,ALU (27.4%),PS GPR (23.2%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.1%) [100.0],PS GPR (3.2%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],76.13,31.21,2591.68,14330.24,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1800e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.3421,1.342139,1.342139,25755408060.3945,10.6,ALU (27.6%),PS GPR (23.4%),SPI (17.9%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.6%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],76.25,31.22,2593.57,14308.56,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6468,0.6467685,0.6467685,53446227627.251,55.8,ALU (22%),MCS (19.6%),PS GPR (19.2%),SPI (16.3%),TCP (9.6%),ALU (3.7%) [100.0],MCS (6%) [78.1],PS GPR (2.5%) [NaN],SPI (4.7%) [61.7],TCP (0.5%) [83.4],36.74,15.5,1933.49,29692.35,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.5999,0.5998731,0.5998731,57624413373.3466,57.5,MCS (34.5%),ALU (18.7%),PS GPR (16.6%),SPI (11.3%),TCP (8.1%),MCS (12.8%) [100.0],ALU (3%) [96.6],PS GPR (2.1%) [NaN],SPI (3.2%) [59.6],TCP (0.4%) [80.5],34.08,15.34,1915.61,32013.56,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.6807,0.6806632,0.6806632,50784783942.9204,60.8,ALU (25.9%),PS GPR (23.6%),SPI (17.8%),TCP (11.7%),SX-DB (6.2%),ALU (4.6%) [100.0],PS GPR (3.2%) [NaN],SPI (6.2%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],38.67,15.59,1942.47,28213.77,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1800e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.6788,0.6787695,0.6787695,50926470965.5401,24.9,ALU (25.7%),PS GPR (20.9%),SPI (17.9%),TCP (11.5%),MCS (8.9%),ALU (4.5%) [100.0],PS GPR (2.8%) [NaN],SPI (6.3%) [61.7],TCP (0.6%) [83.4],MCS (1.3%) [57.4],38.56,15.59,1942.46,28292.48,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-1800e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.5409,2.540875,2.540875,13604501493.0764,9.3,ALU (25.6%),PS GPR (20.6%),SPI (16.9%),TCP (10.9%),VS Wave (9.3%),ALU (4.7%) [100.0],PS GPR (2.7%) [38.4],SPI (6%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],144.35,62.31,3022.49,7558.06,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2276,1.227619,1.227619,29722377728.9077,58.4,MCS (36.1%),ALU (17.9%),PS GPR (15.7%),SPI (10.1%),TCP (7.7%),MCS (13.5%) [100.0],ALU (2.8%) [92.8],PS GPR (2%) [35.7],SPI (3%) [57.2],TCP (0.4%) [77.3],69.74,32.31,2714.05,15643.36,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.403,1.402959,1.402959,26007708203.9577,60.3,ALU (24.9%),PS GPR (22.9%),SPI (17.4%),TCP (11.4%),SX-DB (6.1%),ALU (4.4%) [100.0],PS GPR (3%) [38.5],SPI (6%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],79.7,32.89,2731.25,13688.27,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.3987,1.398716,1.398716,26086607228.5555,25.2,ALU (24.8%),PS GPR (20.5%),SPI (17.4%),TCP (11.2%),MCS (9.1%),ALU (4.3%) [100.0],PS GPR (2.7%) [38.5],SPI (6.1%) [61.7],TCP (0.6%) [83.4],MCS (1.4%) [59.3],79.46,32.9,2731.32,13729.79,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.4138,1.413751,1.413751,25809181329.4616,13.1,ALU (27.3%),PS GPR (23.2%),SPI (17.8%),TCP (11.6%),SX-DB (6.1%),ALU (5.1%) [100.0],PS GPR (3.1%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],80.32,32.94,2735.17,13583.78,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-1900e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.4165,1.416484,1.416484,25759373817.0604,10.8,ALU (27.5%),PS GPR (23.4%),SPI (17.9%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.5%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],80.47,32.96,2737.26,13557.56,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.6779,0.6778592,0.6778592,53827904179.5848,57,ALU (21.7%),MCS (21.3%),PS GPR (19%),SPI (15.6%),TCP (9.4%),ALU (3.6%) [100.0],MCS (6.6%) [81.3],PS GPR (2.5%) [NaN],SPI (4.5%) [61.7],TCP (0.5%) [83.4],38.51,16.35,2039.61,28330.47,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6249,0.6249444,0.6249444,58385585235.3115,58.4,MCS (37%),ALU (18.3%),PS GPR (16%),SPI (10.3%),TCP (7.9%),MCS (13.9%) [100.0],ALU (2.8%) [92.8],PS GPR (2%) [NaN],SPI (3%) [57.2],TCP (0.4%) [77.3],35.5,16.16,2014.4,30729.25,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.7171,0.7171474,0.7171474,50879000095.7382,60.3,ALU (25.5%),PS GPR (23.4%),SPI (17.8%),TCP (11.6%),SX-DB (6.2%),ALU (4.5%) [100.0],PS GPR (3.1%) [NaN],SPI (6.1%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],40.74,16.45,2049.53,26778.42,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-1900e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7149,0.7149162,0.7149162,51037788163.2615,25.3,ALU (25.4%),PS GPR (20.9%),SPI (17.8%),TCP (11.5%),MCS (9.5%),ALU (4.4%) [100.0],PS GPR (2.8%) [NaN],SPI (6.2%) [61.7],TCP (0.6%) [83.4],MCS (1.5%) [59.3],40.62,16.45,2049.57,26861.99,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-1900e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.6787,2.678695,2.678695,13621464183.3833,9.4,ALU (25.5%),PS GPR (20.3%),SPI (16.8%),TCP (10.8%),VS Wave (9.3%),ALU (4.6%) [100.0],PS GPR (2.7%) [38.4],SPI (6%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],152.18,65.77,3190.05,7169.19,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.2733,1.273349,1.273349,30163099399.0838,58.9,MCS (38.5%),ALU (17.5%),PS GPR (15.1%),SPI (9.4%),TCP (7.4%),MCS (14.8%) [100.0],ALU (2.7%) [88.8],PS GPR (1.9%) [34.2],SPI (2.8%) [54.8],TCP (0.4%) [74.0],72.34,33.94,2856.59,15081.55,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.4733,1.473287,1.473287,26069701848.1311,59.5,ALU (24.5%),PS GPR (22.7%),SPI (17.3%),TCP (11.3%),MCS (6.9%),ALU (4.3%) [100.0],PS GPR (2.9%) [38.5],SPI (5.9%) [61.7],TCP (0.6%) [83.4],MCS (1.4%) [56.6],83.7,34.6,2874.87,13034.85,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.4681,1.46814,1.46814,26161105034.3364,26.4,ALU (24.5%),PS GPR (20.2%),SPI (17.3%),TCP (11.1%),MCS (10.2%),ALU (4.3%) [100.0],PS GPR (2.7%) [38.5],SPI (6.1%) [61.7],TCP (0.6%) [83.4],MCS (1.7%) [61.7],83.41,34.62,2874.89,13080.55,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.4869,1.486877,1.486877,25831421722.6216,13.3,ALU (27.2%),PS GPR (23.2%),SPI (17.8%),TCP (11.6%),SX-DB (6.1%),ALU (5.1%) [100.0],PS GPR (3.1%) [38.5],SPI (6.3%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],84.47,34.67,2878.97,12915.71,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2000e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.4906,1.490644,1.490644,25766143428.9317,10.7,ALU (27.5%),PS GPR (23.4%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.5%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],84.68,34.69,2881.21,12883.07,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.7073,0.7073365,0.7073365,54299686237.1503,57.9,MCS (23.7%),ALU (21.2%),PS GPR (18.7%),SPI (14.6%),TCP (9.2%),MCS (7.4%) [85.0],ALU (3.5%) [100.0],PS GPR (2.4%) [NaN],SPI (4.3%) [61.7],TCP (0.5%) [83.4],40.18,17.18,2146.58,27149.84,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6479,0.6478689,0.6478689,59283830955.5027,58.9,MCS (39.5%),ALU (17.8%),PS GPR (15.4%),SPI (9.5%),TCP (7.6%),MCS (15.2%) [100.0],ALU (2.7%) [88.8],PS GPR (1.9%) [NaN],SPI (2.9%) [54.8],TCP (0.4%) [74.0],36.81,16.97,2112.73,29641.91,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.753,0.7529944,0.7529944,51007218157.579,59.4,ALU (25%),PS GPR (23.2%),SPI (17.7%),TCP (11.5%),MCS (7.2%),ALU (4.4%) [100.0],PS GPR (3%) [NaN],SPI (6%) [61.7],TCP (0.6%) [83.4],MCS (1.5%) [56.6],42.78,17.31,2157.22,25503.61,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2000e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7503,0.7502844,0.7502844,51191454260.1966,26.4,ALU (25%),PS GPR (20.7%),SPI (17.7%),TCP (11.4%),MCS (10.6%),ALU (4.4%) [100.0],PS GPR (2.7%) [NaN],SPI (6.2%) [61.7],TCP (0.6%) [83.4],MCS (1.8%) [61.7],42.62,17.32,2157.23,25595.73,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-2000e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.8153,2.815296,2.815296,13642666736.3931,9.6,ALU (25.3%),PS GPR (20%),SPI (16.8%),TCP (10.8%),VS Wave (9.2%),ALU (4.6%) [100.0],PS GPR (2.6%) [38.4],SPI (5.9%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],159.94,69.22,3357.83,6821.33,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3168,1.316761,1.316761,30627093230.7412,59.2,MCS (40.8%),ALU (17.1%),PS GPR (14.6%),SPI (8.8%),TCP (7.1%),MCS (16%) [100.0],ALU (2.5%) [85.1],PS GPR (1.8%) [32.8],SPI (2.7%) [52.5],TCP (0.4%) [71.0],74.81,35.55,2999.24,14584.33,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.5427,1.542694,1.542694,26141651868.6312,58.9,ALU (23.8%),PS GPR (22.4%),SPI (17.2%),TCP (11.2%),MCS (8.3%),ALU (4.2%) [100.0],PS GPR (2.9%) [38.5],SPI (5.8%) [61.7],TCP (0.6%) [83.4],MCS (1.6%) [59.1],87.64,36.32,3018.53,12448.41,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.5367,1.536668,1.536668,26244159956.129,27.1,ALU (24.1%),PS GPR (20%),SPI (17.2%),MCS (11.1%),TCP (11.1%),ALU (4.2%) [100.0],PS GPR (2.6%) [38.5],SPI (6%) [61.7],MCS (2%) [64.1],TCP (0.6%) [83.4],87.3,36.33,3018.5,12497.22,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.5596,1.559591,1.559591,25858427031.101,13.2,ALU (27.1%),PS GPR (23.1%),SPI (17.8%),TCP (11.5%),SX-DB (6.1%),ALU (5%) [100.0],PS GPR (3%) [38.5],SPI (6.3%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],88.6,36.39,3022.8,12313.54,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2100e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.5646,1.564571,1.564571,25776118746.2451,10.4,ALU (27.5%),PS GPR (23.3%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.5%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],88.88,36.42,3025.16,12274.34,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.7358,0.7357856,0.7357856,54810202355.2838,58.4,MCS (25.5%),ALU (20.7%),PS GPR (18.4%),SPI (14.2%),TCP (9%),MCS (8.3%) [88.6],ALU (3.4%) [100.0],PS GPR (2.4%) [NaN],SPI (4.1%) [61.7],TCP (0.5%) [83.4],41.8,18.02,2252.84,26100.1,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6695,0.6695447,0.6695447,60232810963.0811,59.2,MCS (41.9%),ALU (17.4%),PS GPR (14.9%),SPI (9%),TCP (7.2%),MCS (16.5%) [100.0],ALU (2.6%) [85.1],PS GPR (1.9%) [NaN],SPI (2.7%) [52.5],TCP (0.4%) [71.0],38.04,17.78,2209.2,28682.29,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.7883,0.7883419,0.7883419,51156177914.5044,58.8,ALU (24.4%),PS GPR (22.9%),SPI (17.6%),TCP (11.4%),MCS (8.6%),ALU (4.3%) [100.0],PS GPR (2.9%) [NaN],SPI (5.9%) [61.7],TCP (0.6%) [83.4],MCS (1.7%) [59.1],44.79,18.17,2264.97,24360.08,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2100e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.7852,0.7851565,0.7851565,51363716086.9742,27.1,ALU (24.7%),PS GPR (20.5%),SPI (17.6%),MCS (11.5%),TCP (11.3%),ALU (4.3%) [100.0],PS GPR (2.7%) [NaN],SPI (6.1%) [61.7],MCS (2.1%) [64.1],TCP (0.6%) [83.4],44.61,18.17,2264.92,24458.91,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-2100e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,2.9509,2.950899,2.950899,13666533183.9526,9.9,ALU (25%),PS GPR (19.8%),SPI (16.8%),TCP (10.7%),VS Wave (9.2%),ALU (4.5%) [100.0],PS GPR (2.6%) [38.4],SPI (5.9%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],167.64,72.67,3525.44,6507.87,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3581,1.358116,1.358116,31108512700.019,59.5,MCS (43.1%),ALU (16.6%),PS GPR (14.2%),SPI (8.3%),TCP (6.7%),MCS (17.3%) [100.0],ALU (2.4%) [81.7],PS GPR (1.8%) [31.5],SPI (2.5%) [50.4],TCP (0.3%) [68.1],77.16,37.15,3141.87,14140.23,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.611,1.610987,1.610987,26225511388.2291,57.7,ALU (23.4%),PS GPR (21.4%),SPI (17.2%),TCP (11.1%),MCS (10.2%),ALU (4.1%) [100.0],PS GPR (2.8%) [38.5],SPI (5.7%) [61.7],TCP (0.6%) [83.4],MCS (2%) [61.5],91.52,38.04,3162.19,11920.69,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.6044,1.604362,1.604362,26333812266.1808,27.6,ALU (23.9%),PS GPR (19.7%),SPI (17.1%),MCS (12.1%),TCP (11%),ALU (4.1%) [100.0],PS GPR (2.6%) [38.5],SPI (5.9%) [61.7],MCS (2.4%) [66.5],TCP (0.6%) [83.4],91.15,38.04,3162.1,11969.91,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.6319,1.631874,1.631874,25889841645.7687,13.3,ALU (27%),PS GPR (22.9%),SPI (17.8%),TCP (11.5%),SX-DB (6.1%),ALU (5%) [100.0],PS GPR (3%) [38.5],SPI (6.3%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],92.71,38.12,3166.63,11768.11,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2200e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-32768K-4PreCull-4PostCull-BC,1.6383,1.638255,1.638255,25788996250.3777,10.2,ALU (27.4%),PS GPR (23.3%),SPI (17.8%),TCP (11.7%),SX-DB (6.1%),ALU (5.2%) [100.0],PS GPR (3.4%) [38.5],SPI (6.3%) [61.7],TCP (0.7%) [83.4],SX-DB (0.5%) [36.0],93.07,38.15,3169.11,11722.27,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-1024K-2PreCull-2PostCull-BC,0.7634,0.7633513,0.7633513,55346688844.0711,58.8,MCS (27.3%),ALU (20.2%),PS GPR (18.1%),SPI (13.9%),TCP (8.8%),MCS (9.2%) [92.3],ALU (3.3%) [100.0],PS GPR (2.3%) [NaN],SPI (3.9%) [61.7],TCP (0.5%) [83.4],43.37,18.85,2358.24,25157.59,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-2048K-2PreCull-2PostCull-BC,0.6901,0.6901003,0.6901003,61221488913.769,59.4,MCS (44.3%),ALU (16.9%),PS GPR (14.4%),SPI (8.5%),TCP (6.8%),MCS (17.9%) [100.0],ALU (2.5%) [81.7],PS GPR (1.8%) [NaN],SPI (2.6%) [50.4],TCP (0.3%) [68.1],39.21,18.58,2303.7,27827.95,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-4096K-2PreCull-2PostCull-BC,0.8231,0.8230902,0.8230902,51329691211.0229,57.6,ALU (23.9%),PS GPR (21.9%),SPI (17.5%),TCP (11.4%),MCS (10.6%),ALU (4.2%) [100.0],PS GPR (2.8%) [NaN],SPI (5.8%) [61.7],TCP (0.6%) [83.4],MCS (2.1%) [61.5],46.76,19.03,2372.71,23331.68,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi11-128b-14m-2200e-1SE2SA-20CU-8RB-8TCC-4MC-DCC-PBB-8192K-2PreCull-2PostCull-BC,0.8196,0.8195582,0.8195582,51550904827.7615,27.6,ALU (24.4%),PS GPR (20.2%),SPI (17.5%),MCS (12.6%),TCP (11.2%),ALU (4.2%) [100.0],PS GPR (2.6%) [NaN],SPI (6.1%) [61.7],MCS (2.5%) [66.5],TCP (0.6%) [83.4],46.56,19.03,2372.59,23432.23,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi12-384b-14m-2200e-4SE8SA-80CU-32RB-32TCC-12MC-DCC-PBB-32768K-8PreCull-4PostCull-BC,3.0855,3.08545,3.08545,13692964796.0289,10.1,ALU (24.7%),PS GPR (19.6%),SPI (16.7%),TCP (10.7%),VS Wave (9.2%),ALU (4.5%) [100.0],PS GPR (2.5%) [38.4],SPI (5.9%) [61.7],TCP (0.6%) [83.4],VS Wave (5.6%) [24.7],175.29,76.1,3692.97,6224.07,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-2048K-4PreCull-4PostCull-BC,1.3974,1.397431,1.397431,31607557078.6113,59.7,MCS (45.4%),ALU (16%),PS GPR (13.7%),SPI (7.9%),TCP (6.4%),MCS (18.7%) [100.0],ALU (2.3%) [78.6],PS GPR (1.7%) [30.3],SPI (2.4%) [48.5],TCP (0.3%) [65.5],79.39,38.75,3284.48,13742.42,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-4096K-4PreCull-4PostCull-BC,1.6779,1.677919,1.677919,26323901073.8256,57,ALU (23%),PS GPR (20.4%),SPI (17%),MCS (12%),TCP (11%),ALU (4.1%) [100.0],PS GPR (2.7%) [38.5],SPI (5.5%) [61.7],MCS (2.3%) [63.9],TCP (0.6%) [83.4],95.32,39.75,3305.84,11445.17,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-8192K-4PreCull-4PostCull-BC,1.6711,1.671085,1.671085,26431562771.0717,27.8,ALU (23.5%),PS GPR (19.5%),SPI (17%),MCS (13.3%),TCP (10.9%),ALU (4.1%) [100.0],PS GPR (2.5%) [38.5],SPI (5.9%) [61.7],MCS (2.7%) [68.9],TCP (0.6%) [83.4],94.94,39.74,3305.68,11491.98,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
Navi10-256b-14m-2300e-2SE4SA-40CU-16RB-16TCC-8MC-DCC-PBB-16384K-4PreCull-4PostCull-BC,1.7038,1.703766,1.703766,25924560032.8228,13.5,ALU (26.8%),PS GPR (22.8%),SPI (17.7%),TCP (11.4%),SX-DB (6.1%),ALU (4.9%) [100.0],PS GPR (2.9%) [38.5],SPI (6.3%) [61.7],TCP (0.6%) [83.4],SX-DB (0.5%) [36.0],96.79,39.85,3310.3,11271.55,Rome2_25x14_AA_Extreme,Rome2_25x14_AA_Extreme
