App Name, Chip Name,Sclk,Mclk,Total Draw Cycles, Total CB Cycles,FPS, Bottleneck #1 Name, Bottleneck #1 Cycles(%),Bottleneck #2 Name, Bottleneck #2 Cycles(%),Bottleneck #3 Name, Bottleneck #3 Cycles(%),Bottleneck #4 Name, Bottleneck #4 Cycles(%),Bottleneck #5 Name, Bottleneck #5 Cycles(%),Detailed Bottleneck:,1# Bottleneck,1# %, 2# Bottleneck, 2# %, 3# Bottleneck,3# %, 4# Bottleneck,4# %, 5# Bottleneck, 5# %, Detailed Block Cycles (%):,% Vertex,% SPI,% Primitive,% Tile,% CB,% DB,% RB Read,% RB Write,% TA,% TD,% TCP,% TCC-TCP BW,% TCC,% TCC-MEM BW,% MC,% MCS,% ES GPR,% ES Wave,% GS GPR,% GS Wave,% LS GPR,% LS Wave,% HS GPR,% HS Wave,% VS GPR,% VS Wave,% PosBuf,% ParamCache,% AS GPR,% AS Wave,% PS GPR,% PS Wave,% DBLQuadFifo,% PS LDS,% LDS,% PS DBTileFIFO,% PS DBMRTTileFIFO,% CS GPR,% CS Wave,% PrimShader GPR,% PrimShader Wave,% PrimShader_ParamCache,% PrimShader_PosBuf,% ALU,% SFU,% SHExport,% MEM_INST,% SX-DB,% Baryc,% Interp,% PaScFifo,
dirtrally_ultra_dx11_r1920x1080,Tonga,1000,1375,28218571887,21.8478665290001,91.54,ALU,18.8,MCS,13.2,TCP,12.3,CB,9.3,DB,8.7,,ALU,18.8,MCS,13.2,TCP,12.3,CB,9.3,DB,8.7,,0.14,0.01,5.28,0.16,9.33,8.68,0,0,0,3.76,12.29,2.81,0,0,0,13.19,0,0,0,0,0,0.14,0,0.08,0,2.29,0.27,2.35,0,0,6.95,1.68,0,0,0,0.01,0,0,0.22,0,0,0,0,18.79,0,0,0,2.35,7.39,1.81,0,
