Config,App,Shaders,TA/TD,TCP,TCC,CB,DB,MC,PA,Misc
TongaXT-384b-5.5m-1000e-4P-32CU-8RB-DCC-768K,dirtrally_ultra_dx11_r1920x1080,0,0,0,0,0,0,0,0,0
